,单价,地址,小区,年份,总价,户型,朝向,标题,楼层,面积
0,30151,关山-关山大道与南湖大道交汇处(光谷沃尔玛旁),光谷坐标城九台,南向,600.0,叠加,199�O,城中别墅 带花园!带车位 急售 您还在犹豫什么 欢迎您随时看房,花园：130.0平米,卧室：5个
1,63333,光谷东-高新大道789号(东湖新技术开发区高新大道与,驿山高尔夫,北向,1900.0,双拼,300�O,"驿山高尔夫,双拼,赠送668平米大院子,纯毛坯,总价便宜!",花园：668.0平米,卧室：4个
2,19926,光谷东-花山生态新城严西湖大桥东侧桥头(花城大道与花,碧桂园生态城别墅,南向,540.0,双拼,271�O,"花山生态新城,建面271平,花园200平,大户双拼美墅",花园：200.0平米,卧室：6个
3,18182,民族大道-江夏大道特一号庙山开发区,玉龙岛花园别墅,南向,360.0,双拼,198�O,保利十二橡树庄园玉龙岛花园居家豪华装修双拼别墅,花园：300.0平米,卧室：5个
4,24077,光谷东-花山生态新城严西湖大桥东侧桥头(花城大道与花,碧桂园生态城别墅,南向,1500.0,双拼,623�O,"碧桂园生态城好房源,阳光充足空气清新,适合居家过日子",花园：1000.0平米,卧室：4个
5,20792,光谷东-花山生态新城严西湖大桥东侧桥头(花城大道与花,碧桂园生态城别墅,南向,420.0,联排,202�O,专注别墅 Du家一手价格 低于市价 美墅双拼,无花园,卧室：3个
6,19742,光谷东-花山生态新城严西湖大桥东侧桥头(花城大道与花,碧桂园生态城别墅,南向,535.0,双拼,271�O,300平大院子 碧桂园桃花源别墅 一期别墅 证满两年 环境优美,无花园,卧室：5个
7,35448,关山-关山大道与南湖大道交汇处(光谷沃尔玛旁),九台别墅,北向,900.0,叠加,253.89�O,"光谷天地九台别墅,闹中取静,户型好,诚心出售!",花园：88.0平米,卧室：6个
8,37266,关山-关山大道与南湖大道交汇处(光谷沃尔玛旁),光谷坐标城九台,南向,560.0,双拼,150.27�O,"坐标城九台别墅,带院子和车位,附加100平地下室",无花园,卧室：3个
9,32461,金融港-大学园路1号(万科城市花园东南端),万科红郡别墅,南向,620.0,叠加,191�O,"万科红郡别墅,C户型,满两年,毛坯房,设计梦想的家,您的家!",花园：200.0平米,卧室：5个
10,19075,光谷东-花山生态新城严西湖大桥东侧桥头(花城大道与花,碧桂园生态城别墅,南向,330.0,双拼,173�O,碧桂园生态城联排别墅诚心出售随时看房,花园：50.0平米,卧室：4个
11,21429,民族大道-江夏大道特一号庙山开发区,玉龙岛花园别墅,南向,600.0,双拼,280�O,双拼别墅 带车位 花园300平 有钥匙 随时看房,无花园,卧室：5个
12,18051,光谷东-花山生态新城严西湖大桥东侧桥头(花城大道与花,碧桂园生态城别墅,南向,500.0,双拼,277�O,碧桂园生态城满两年 双拼别墅 产权清晰诚意出售随时看看,花园：300.0平米,卧室：5个
13,29337,民族大道-天际路与庙山中路交汇处(华师一附中以西600,名湖豪庭珑御,南向,575.0,叠加,196�O,"名湖豪庭 自住别墅精美装修 三层 前后花园 满二无税,随时看",无花园,卧室：5个
14,20115,光谷东-花山生态新城严西湖大桥东侧桥头(花城大道与花,碧桂园生态城别墅,南向,350.0,联排,174�O,碧桂园专盘 经典联排别墅 全区Zui底价 满2年可少税 欢迎,无花园,卧室：4个
15,30837,关山-关山大道与南湖大道交汇处(光谷沃尔玛旁),光谷坐标城九台,南向,700.0,叠加,227�O,"九台别墅,大露台,毛坯房,六室三厅",花园：60.0平米,卧室：6个
16,32121,民族大道-天际路与庙山中路交汇处(华师一附中以西600,名湖豪庭珑御,南向,530.0,叠加,165�O,名湖豪庭 叠加上叠别墅 60万豪装 送车位,无花园,卧室：4个
17,19412,光谷东-花山生态新城严西湖大桥东侧桥头(花城大道与花,碧桂园生态城别墅,南向,330.0,联排,170�O,碧桂园生态城钻石联排鸟语花香高品质生活的源泉,花园：80.0平米,卧室：4个
18,18421,民族大道-大学园路37(庙山经济开发区汤逊湖旁),清风别墅,南向,350.0,联排,190�O,清风别墅 联排边户豪装7房 满五无税 带车库和100平花园,花园：100.0平米,卧室：6个
19,27313,关山-关山大道与南湖大道交汇处(光谷沃尔玛旁),光谷坐标城九台,南向,620.0,叠加,227�O,"坐标城九台电梯别墅,带院子,附加100平地下室 清水毛坯",花园：50.0平米,卧室：6个
20,40223,金融港-大学园路1号(万科城市花园东南端),万科红郡别墅,南向,720.0,叠加,179�O,"万科红郡急售别墅,用我的专业给您:省时、省心、省力购房体验!",花园：200.0平米,卧室：4个
21,29492,关山-关山大道与南湖大道交汇处(光谷沃尔玛旁),九台别墅,南向,755.0,叠加,256�O,"因为急售,所有便宜,九台毛坯经典户型,满两年",花园：120.0平米,卧室：6个
22,41737,光谷东-高新大道789号(东湖新技术开发区高新大道与,驿山高尔夫,南向,985.0,联排,236�O,驿山别墅 中建光谷之星 驿山高尔夫 低密度奢华别墅,花园：50.0平米,卧室：5个
23,18051,光谷东-花山生态新城严西湖大桥东侧桥头(花城大道与花,碧桂园生态城别墅,南向,500.0,双拼,277�O,碧桂园生态城满两年 双拼别墅 产权清晰诚意出售随时看看,花园：300.0平米,卧室：5个
24,23000,光谷东-花山生态新城严西湖大桥东侧桥头(花城大道与花,碧桂园生态城别墅,东向,368.0,联排,160�O,碧桂园生态城桃花源别墅 产权清晰 交易便捷,无花园,卧室：3个
25,23952,民族大道-天际路与庙山中路交汇处(华师一附中以西600,名湖豪庭珑御,南向,400.0,叠加,167�O,韵湖公园全小区醉便宜的联排别墅满二甩卖了业主求有缘人,花园：50.0平米,卧室：5个
26,35714,关山-关山大道与南湖大道交汇处(光谷沃尔玛旁),光谷坐标城九台,南向,900.0,双拼,252�O,新上+252上叠户型+送一层露台+5年专盘经验+房源多+欢迎致电详询,花园：60.0平米,卧室：6个
27,20231,光谷东-花山生态新城严西湖大桥东侧桥头(花城大道与花,碧桂园生态城别墅,南向,350.0,双拼,173�O,"所有人都在观望的时候, 你敢出手吗!碧桂园生态城联排别墅",无花园,卧室：3个
28,23077,光谷东-花山生态新城严西湖大桥东侧桥头(花城大道与花,碧桂园生态城别墅,南向,420.0,联排,182�O,碧桂园生态城钻石双拼地铁贯通光谷线路软件新城商业发达医疗发达,花园：100.0平米,卧室：4个
29,16970,民族大道-江夏大道特一号庙山开发区,玉龙岛花园别墅,南向,280.0,联排,165�O,玉龙岛联排别墅165平米280万两证齐全满五年100平米花园,花园：100.0平米,卧室：4个
30,24194,光谷东-花山生态新城严西湖大桥东侧桥头(花城大道与花,碧桂园生态城别墅,南向,1500.0,双拼,620�O,"碧桂园生态城独栋别墅,一庄藏古今,一园观天下。随时看房",花园：1000.0平米,卧室：4个
31,23810,光谷东-花山生态新城严西湖大桥东侧桥头(花城大道与花,碧桂园生态城别墅,南向,550.0,双拼,231�O,专盘 碧桂园生态城 花园别墅 业主出售!!,花园：150.0平米,卧室：1个
32,32143,民族大道-武汉市东湖高新区华师一附中西侧(汤逊湖北路与,光谷地产湾郡别墅,南向,405.0,联排,126�O,十二橡树旁湾郡联排别墅 证满无税 随时看房,花园：100.0平米,卧室：5个
33,30044,关山-关山大道与南湖大道交汇处(光谷沃尔玛旁),光谷坐标城九台,南向,685.0,叠加,228�O,坐标城九台别墅 采光好 上叠 视野开阔 诚心出售 看房方便,花园：100.0平米,卧室：5个
34,19048,民族大道-大学园路37(庙山经济开发区汤逊湖旁),清风别墅,东向,360.0,联排,189�O,"拎包入住,省下装修费用,满两年,有天有地,有轨电车",花园：80.0平米,卧室：4个
35,30857,民族大道-民族大道与汤逊湖北路交汇处以西200米,中冶南方韵湖首府别墅,南向,540.0,联排,175�O,韵湖首府 联排边户别墅 带两地下车位 送大露台 纯毛坯 有钥匙,花园：200.0平米,卧室：6个
36,20172,光谷东-花山生态新城严西湖大桥东侧桥头(花城大道与花,碧桂园生态城别墅,南向,468.0,双拼,232�O,"买碧桂园生态城别墅,房源多服务好给你不一样",花园：150.0平米,卧室：3个
37,32800,民族大道-武汉市东湖高新区华师一附中西侧(汤逊湖北路与,光谷地产湾郡别墅,南向,410.0,联排,125�O,光谷地产湾郡:新华师一+湿地公园 联排精装别墅,花园：60.0平米,卧室：4个
38,30837,关山-关山大道与南湖大道交汇处(光谷沃尔玛旁),光谷坐标城九台,南向,700.0,叠加,227�O,"九台别墅,大露台,毛坯房,六室三厅",花园：60.0平米,卧室：6个
39,24285,光谷东-花山生态新城严西湖大桥东侧桥头(花城大道与花,碧桂园生态城别墅,南向,550.0,双拼,226.48�O,光谷东 碧桂园生态城别墅 200万豪装 边户大花园 拎包入住,花园：180.0平米,卧室：5个
40,17986,光谷东-花山生态新城严西湖大桥东侧桥头(花城大道与花,碧桂园生态城别墅,东向,500.0,双拼,278�O,碧桂园生态城桃花源 毛坯别墅 边户三面花园 满两年,无花园,卧室：5个
41,20346,光谷东-花山生态新城严西湖大桥东侧桥头(花城大道与花,碧桂园生态城别墅,北向,470.0,双拼,231�O,碧桂园生态城钻石双拼地铁贯通光谷线路软件新城商业发达医疗,花园：180.0平米,卧室：5个
42,19457,光谷东-花山生态新城严西湖大桥东侧桥头(花城大道与花,碧桂园生态城别墅,北向,450.0,双拼,231.28�O,双拼三面独院大别墅 满两年视野开阔 朝向好 户型方正 包你满意,花园：200.0平米,卧室：4个
43,39474,关山-关山大道与南湖大道交汇处(光谷沃尔玛旁),光谷坐标城九台,南向,750.0,叠加,190�O,"精装九台别墅,人好房好位置好,随时看房",花园：60.0平米,卧室：5个
44,32121,民族大道-民族大道与庙山中路交汇处以西1公里(湿地公园,天祥尚府博墅,东向,530.0,联排,165�O,洪山周边汤逊湖旁 证满两年 南入户 随时看房,花园：100.0平米,卧室：4个
45,28571,关山-关山大道与南湖大道交汇处(光谷沃尔玛旁),光谷坐标城九台,南向,620.0,联排,217�O,城中别墅+带前后大花园+东边户+2楼送露台+欢迎实地看房,花园：120.0平米,卧室：6个
46,22566,光谷东-花山生态新城严西湖大桥东侧桥头(花城大道与花,碧桂园生态城别墅,东向,510.0,双拼,226�O,碧桂园生态城钻石双拼地铁贯通光谷线路软件新城商业发达医疗,花园：120.0平米,卧室：4个
47,26667,关山-关山大道与南湖大道交汇处(光谷沃尔玛旁),九台别墅,北向,600.0,叠加,225�O,"九台别墅!繁华地段,自带光谷天地商圈,经典重现,毛坯房,新推",无花园,卧室：6个
48,35448,关山-关山大道与南湖大道交汇处(光谷沃尔玛旁),九台别墅,北向,900.0,叠加,253.89�O,"光谷天地九台别墅,闹中取静,户型好,诚心出售!",花园：88.0平米,卧室：6个
49,29143,民族大道-民族大道与汤逊湖北路交汇处以西200米,中冶南方韵湖首府别墅,东向,510.0,联排,175�O,光谷汤逊湖枫叶国际旁韵湖首俯 联排别墅边户 带地下室花园车位,花园：120.0平米,卧室：5个
50,21186,光谷东-花山生态新城严西湖大桥东侧桥头(花城大道与花,碧桂园生态城别墅,南向,500.0,联排,236�O,碧桂园生态城装修全送 房子着急处理 诚心出售 看房方便,无花园,卧室：4个
51,35979,关山-关山大道与南湖大道交汇处(光谷沃尔玛旁),光谷坐标城九台,南向,680.0,叠加,189�O,光谷坐标城九台别墅 院子朝南 南入户 上下三层带地下,花园：80.0平米,卧室：6个
52,41958,光谷东-高新大道789号(东湖新技术开发区高新大道与,驿山高尔夫,南向,1200.0,联排,286�O,土豪看过来700平豪华联排 四层边户纯毛坯 送花园地下室,花园：700.0平米,卧室：4个
53,16842,民族大道-大学园路37(庙山经济开发区汤逊湖旁),清风别墅,南向,320.0,联排,190�O,二线临湖联排清风别墅189户型 已做现浇使用面积330平 满二无税,花园：150.0平米,卧室：5个
54,29032,关山-关山大道与南湖大道交汇处(光谷沃尔玛旁),光谷坐标城九台,南向,630.0,叠加,217�O,"观望一次一次,朋友,是不是还要重复昨天的故事?",花园：70.0平米,卧室：6个
55,19704,光谷东-花山生态新城严西湖大桥东侧桥头(花城大道与花,碧桂园生态城别墅,南向,400.0,双拼,203�O,202平双拼别墅 使用面积300平 花园200平 南入户 满二无税 随时看,花园：180.0平米,卧室：4个
56,32472,光谷东-花山生态新城严西湖大桥东侧桥头(花城大道与花,碧桂园生态城别墅,南向,880.0,双拼,271�O,专盘 碧桂园生态城 豪装五房别墅 送400万装修 带家具家电,花园：170.0平米,卧室：5个
57,24286,光谷-珞喻东路马鞍山森林公园以南(关东园五路与光谷,葛洲坝卡尔顿庄园,南向,680.0,联排,280�O,关山恒大华府旁 三环内别墅群 葛洲坝卡尔顿庄园 满两年 急售,无花园,卧室：6个
58,36424,关山-关山大道与南湖大道交汇处(光谷沃尔玛旁),光谷坐标城九台,南向,550.0,叠加,151�O,上新!软件园+沃尔玛+有轨站+LIU小实验ZHONGXUE 九台别墅 舒适享,花园：100.0平米,卧室：4个
59,30837,关山-关山大道与南湖大道交汇处(光谷沃尔玛旁),光谷坐标城九台,北向,700.0,叠加,227�O,新上+三环内+沃尔玛旁+九台别墅+上叠+送大露台+满二无税+急售,无花园,卧室：6个
60,34562,关山-关山大道与南湖大道交汇处(光谷沃尔玛旁),光谷坐标城九台,南向,750.0,叠加,217�O,关山大道.九台别墅.环境优美.生活便利,花园：80.0平米,卧室：5个
61,20348,光谷东-花山生态新城严西湖大桥东侧桥头(花城大道与花,碧桂园生态城别墅,东向,468.0,双拼,230�O,专盘/碧桂园生态城 双拼别墅 230�O 468万 满两年 诚心出售,无花园,卧室：5个
62,30044,关山-关山大道与南湖大道交汇处(光谷沃尔玛旁),光谷坐标城九台,南向,685.0,叠加,228�O,坐标城九台别墅 采光好 上叠 视野开阔 诚心出售 看房方便,花园：100.0平米,卧室：5个
63,20536,光谷东-花山生态新城严西湖大桥东侧桥头(花城大道与花,碧桂园生态城别墅,东向,460.0,双拼,224�O,"碧桂园生态城223平米,花园180平,双拼大别墅,一楼带父母房!",无花园,卧室：5个
64,33649,金融港-大学园路1号(万科城市花园东南端),万科红郡别墅,南向,498.0,联排,148�O,新上+万科红郡别墅+低调奢华+下叠+2双+急售,无花园,卧室：4个
65,22511,光谷东-花山生态新城严西湖大桥东侧桥头(花城大道与花,碧桂园生态城别墅,北向,520.0,双拼,231�O,产证满二 中式装修豪华家具 严西湖装修双拼大别墅 边户院子大,花园：200.0平米,卧室：5个
66,23077,光谷东-花山生态新城严西湖大桥东侧桥头(花城大道与花,碧桂园生态城别墅,南向,420.0,联排,182�O,碧桂园生态城钻石双拼地铁贯通光谷线路软件新城商业发达医疗发达,花园：100.0平米,卧室：4个
67,30044,关山-关山大道与南湖大道交汇处(光谷沃尔玛旁),光谷坐标城九台,南向,685.0,叠加,228�O,坐标城九台别墅 采光好 上叠 视野开阔 诚心出售 看房方便,花园：100.0平米,卧室：5个
68,18248,光谷东-花山生态新城严西湖大桥东侧桥头(花城大道与花,碧桂园生态城别墅,南向,500.0,双拼,274�O,"人在庄园走,心在画中游183平410万,诚心出售碧桂园生态城",花园：300.0平米,卧室：5个
69,40833,金融港-大学园路1号(万科城市花园东南端),万科红郡别墅,北向,710.0,叠加,173.88�O,"万科红郡赖墅,居家自住200万装修,送两个车位,仅需710万",花园：60.0平米,卧室：4个
70,20287,光谷东-花山生态新城严西湖大桥东侧桥头(花城大道与花,碧桂园生态城别墅,南向,550.0,双拼,271.11�O,德佑张金秋真.房源 碧桂园生态城叠翠台双拼别墅有钥匙 产证齐,花园：100.0平米,卧室：4个
71,20959,光谷东-花山生态新城严西湖大桥东侧桥头(花城大道与花,碧桂园生态城别墅,南向,568.0,双拼,271�O,碧桂园生态城 270蕞好户型双拼 268万只此一栋 决版户,花园：248.0平米,卧室：6个
72,37879,民族大道-民族大道与汤逊湖北路交汇处以西200米,中冶南方韵湖首府别墅,南向,750.0,联排,198�O,保利十二橡树旁边 双拼别墅 环境好 朝南大花园 地下室带车位,花园：200.0平米,卧室：5个
73,24077,光谷东-花山生态新城严西湖大桥东侧桥头(花城大道与花,碧桂园生态城别墅,东向,1500.0,双拼,623�O,碧桂园生态城钻石双拼医疗发达地铁贯穿光谷至汉口软件新城商业,花园：900.0平米,卧室：6个
74,18857,光谷东-花山生态新城严西湖大桥东侧桥头(花城大道与花,碧桂园生态城别墅,南向,330.0,联排,175�O,"轻松掌握,唯美品味,房主急售,花山碧桂园联排别墅",花园：50.0平米,卧室：4个
75,26455,光谷东-花山生态新城严西湖大桥东侧桥头(花城大道与花,碧桂园生态城别墅,南向,600.0,双拼,226.8�O,满二急售!碧桂园生态城别墅 200万豪装 边户大花园 拎包入住!,花园：200.0平米,卧室：5个
76,44693,金融港-大学园路1号(万科城市花园东南端),万科红郡别墅,南向,800.0,叠加,179�O,"万科红郡赖墅,居家自住300万装修,送两个车位,求实力客户",花园：60.0平米,卧室：5个
77,22289,光谷东-花山生态新城严西湖大桥东侧桥头(花城大道与花,碧桂园生态城别墅,南向,450.0,双拼,201.89�O,满两年双拼大别墅 202平朝南大院子 采光视野佳 没贷款 产权清晰,花园：200.0平米,卧室：3个
78,18182,光谷东-花山生态新城严西湖大桥东侧桥头(花城大道与花,碧桂园生态城别墅,南向,500.0,双拼,275�O,碧桂园生态城 双拼别墅500万 急售!随时看房!急售!!!,花园：300.0平米,卧室：5个
79,28968,关山-关山大道与南湖大道交汇处(光谷沃尔玛旁),光谷坐标城九台,南向,730.0,叠加,252�O,急售 城中心的别墅 光谷坐标城九台别墅 户型 私家电梯,无花园,卧室：7个
80,19913,光谷东-花山生态新城严西湖大桥东侧桥头(花城大道与花,碧桂园生态城别墅,南向,460.0,双拼,231�O,"花山碧桂园,建面231平,花园240平,开阔视野,满二无税",花园：240.0平米,卧室：5个
81,20106,民族大道-大学园路37(庙山经济开发区汤逊湖旁),清风别墅,南向,380.0,联排,189�O,"精装大三房联排别墅,拎包入住,位置好,户型正,采光不错,可看",花园：120.0平米,卧室：3个
82,16931,民族大道-大学园路37(庙山经济开发区汤逊湖旁),清风别墅,南向,320.0,联排,189�O,清风联排别墅 Zhen实房源!清水毛坯 满二 送双车位和花园,花园：60.0平米,卧室：5个
83,24771,民族大道-武汉民院路水蓝路上(锦绣龙城前),水蓝郡别墅,南向,540.0,联排,218�O,"南湖畔水蓝郡联排边户,大花园户型好,全新装修",花园：150.0平米,卧室：5个
84,20690,光谷东-花山生态新城严西湖大桥东侧桥头(花城大道与花,碧桂园生态城别墅,南向,420.0,双拼,203�O,碧桂园生态城钻石双拼地铁贯通光谷线路软件新城商业发达医疗,花园：100.0平米,卧室：4个
