,单价,地址,小区,年份,总价,户型,朝向,标题,楼层,面积
173,30688,民族大道-民族大道与汤逊湖北路交汇处以西200米,中冶南方韵湖首府别墅,南向,580.0,独栋,189�O,韵湖公园联排边户 靠汤逊湖 有前后大花园 房子无,无花园,卧室：5个
174,25143,民族大道-东湖新技术开发区汤逊湖北路560号,保利十二橡树庄园别墅,南向,880.0,独栋,350�O,"易居豪宅部推荐欧式豪装独栋,尊贵享受你值得拥有!",花园：200.0平米,卧室：5个
175,24554,光谷东-花山生态新城严西湖大桥东侧桥头(花城大道与花,碧桂园生态城别墅,东向,550.0,独栋,224�O,碧桂园映月湾实测300平花园靠边双拼别墅360度无遮挡,无花园,卧室：4个
176,24118,民族大道-天际路与庙山中路交汇处(华师一附中以西600,名湖豪庭珑御,南向,410.0,独栋,170�O,名湖豪庭叠拼别墅 经典上叠户型 业主紧急抛售 随时签合同,无花园,卧室：3个
177,21160,光谷-珞喻东路马鞍山森林公园以南(关东园五路与光谷,葛洲坝卡尔顿庄园,南向,620.0,独栋,293�O,坐拥城市繁华 静享园林清净!卡尔顿毛坯稀优资源送露台送花园,无花园,卧室：6个
178,28968,关山-关山大道与南湖大道交汇处(光谷沃尔玛旁),光谷坐标城九台,东向,730.0,独栋,252�O,光谷坐标城九台红本在手满2年清水毛坯业主急需资金真实图片,无花园,卧室：6个
179,26077,民族大道-东湖新技术开发区汤逊湖北路560号,保利十二橡树庄园别墅,东向,678.0,独栋,260�O,"新新新房源,户型周正,采光好,随时看房,保利十二橡树庄园",无花园,卧室：4个
180,21078,光谷东-花山生态新城严西湖大桥东侧桥头(花城大道与花,碧桂园生态城别墅,南向,430.0,独栋,204�O,碧桂园双拼美墅置业 随时可以看房 诚心出售。。,无花园,卧室：3个
181,20745,光谷东-花山生态新城严西湖大桥东侧桥头(花城大道与花,碧桂园生态城别墅,东向,390.0,独栋,188�O,碧桂园水蓝湾 满两年 毛坯房 双拼别墅 诚心出售,无花园,卧室：4个
182,43333,金融港-大学园路1号(万科城市花园东南端),万科红郡别墅,南向,780.0,独栋,180�O,赖特A户型满2年房东北京发展稳定卖,无花园,卧室：4个
183,29851,民族大道-天际路与庙山中路交汇处(华师一附中以西600,名湖豪庭珑御,南向,600.0,独栋,201�O,名湖豪庭联排 共6层 满二无税 送车位 送前后百平米花园,无花园,卧室：7个
184,22857,光谷东-花山生态新城严西湖大桥东侧桥头(花城大道与花,碧桂园生态城别墅,南向,800.0,独栋,350�O,"满二!碧桂园独栋大别墅,送前后侧大花园,350平的独栋别墅!",无花园,卧室：5个
185,19914,光谷东-花山生态新城严西湖大桥东侧桥头(花城大道与花,碧桂园生态城别墅,东向,462.0,独栋,232�O,光谷东 碧桂园强烈推荐 纯别墅小区 次,无花园,卧室：4个
186,33133,民族大道-东湖新技术开发区汤逊湖北路560号,保利十二橡树庄园别墅,南向,1100.0,独栋,332�O,保利十二橡树庄园实际面积500平有扩建室内车库西4栋真实在售,无花园,卧室：4个
187,33180,关山-关山大道与南湖大道交汇处(光谷沃尔玛旁),九台别墅,南向,720.0,独栋,217�O,上新+上新+迎新年+大放价+独-家房源+只要您看中+价格都不,无花园,卧室：4个
188,29648,关山-关山大道与南湖大道交汇处(光谷沃尔玛旁),光谷坐标城九台,南向,590.0,独栋,199�O,九台1楼别墅送南向大花园 仅售590万 低于业主上手价,花园：150.0平米,卧室：5个
189,32667,民族大道-东湖新技术开发区汤逊湖北路560号,保利十二橡树庄园别墅,南向,980.0,独栋,300�O,保利十二橡树 二线临湖 花园比旁边的大两倍 好房 装修好,花园：400.0平米,卧室：6个
190,20397,光谷东-花山生态新城严西湖大桥东侧桥头(花城大道与花,碧桂园生态城别墅,南向,720.0,独栋,353�O,"花山碧桂园,七房大户型,不动产证已满两年,业主诚售",花园：200.0平米,卧室：7个
191,27600,民族大道-东湖新技术开发区汤逊湖北路560号,保利十二橡树庄园别墅,东向,950.0,独栋,344.2�O,"保利十二橡树庄园独栋别墅上下三层带车库,品质别墅区环",无花园,卧室：5个
192,31727,关山-关山大道与南湖大道交汇处(光谷沃尔玛旁),光谷坐标城九台,南向,790.0,独栋,249�O,城中双拼别墅+送露台+低总价+业主公司运营缺资金低价出售,无花园,卧室：7个
193,23962,光谷东-花山生态新城严西湖大桥东侧桥头(花城大道与花,碧桂园生态城别墅,南向,1500.0,独栋,626�O,专做东湖高新别墅 花山碧桂园生态城水蓝湾 独栋 赠八百平大花园,花园：800.0平米,卧室：6个
194,30154,民族大道-东湖新技术开发区汤逊湖北路560号,保利十二橡树庄园别墅,南向,980.0,独栋,325�O,保利十二橡树庄园临湖大独栋别墅 三面大花园 急急急,无花园,卧室：4个
195,49242,金融港-大学园路1号(万科城市花园东南端),万科红郡别墅,北向,650.0,独栋,132�O,"万科红郡132平,得房300平以上,4房5卫3厅,满二税少,",无花园,卧室：4个
196,34122,金融港-大学园路1号(万科城市花园东南端),万科红郡别墅,东向,505.0,独栋,148�O,"万科红郡,E户型别墅,惊爆价505万",无花园,卧室：0个
197,63927,光谷东-高新大道789号(东湖新技术开发区高新大道与,驿山高尔夫,北向,2800.0,独栋,438�O,"驿山高尔夫,独栋,haohua大院子,带电梯,公园式别墅,诚",无花园,卧室：5个
198,26995,民族大道-江夏大道特一号庙山开发区,玉龙岛花园别墅,南向,575.0,独栋,213�O,玉龙岛独栋别墅 50年产权 边户位置 停车方便 神龙苑 杜绝虚假,花园：186.0平米,卧室：4个
199,42222,金融港-大学园路1号(万科城市花园东南端),万科红郡别墅,南向,760.0,独栋,180�O,"校区别墅,万科豪宅,前庭后院,品质之选,居家必备,业主很靠谱",无花园,卧室：4个
200,26923,民族大道-东湖新技术开发区汤逊湖北路560号,保利十二橡树庄园别墅,南向,700.0,独栋,260�O,"保利十二橡树庄园独栋别墅,带车库,花园大,",无花园,卧室：4个
201,28517,民族大道-东湖新技术开发区汤逊湖北路560号,保利十二橡树庄园别墅,南向,750.0,独栋,263�O,"诚售!保利十二橡树庄园263平300平大花园,居家",花园：300.0平米,卧室：4个
202,20270,光谷东-花山生态新城严西湖大桥东侧桥头(花城大道与花,碧桂园生态城别墅,南向,450.0,独栋,222�O,"碧桂园专盘经典户型,触底价 双拼大别墅。送大露台。",无花园,卧室：4个
203,31655,民族大道-东湖新技术开发区汤逊湖北路560号,保利十二橡树庄园别墅,东向,950.0,独栋,300.11�O,二线临湖 证满两年 直接拎包入住 看房方便,无花园,卧室：4个
204,39157,关山-关山大道与南湖大道交汇处(光谷沃尔玛旁),光谷坐标城九台,南向,650.0,独栋,166�O,光谷坐标城 九台别墅 大五房 南入户 满二 业主诚心出售,无花园,卧室：5个
205,36986,民族大道-东湖新技术开发区汤逊湖北路560号,保利十二橡树庄园别墅,南向,1350.0,独栋,365�O,"保利十二橡树庄园别墅,近500平一线临湖,买的就是与众不同!",无花园,卧室：5个
206,32258,光谷东-花山生态新城严西湖大桥东侧桥头(花城大道与花,碧桂园生态城别墅,南向,2000.0,独栋,620�O,光谷碧桂园水蓝湾 钻石独栋别墅 620平首付800万豪装修,无花园,卧室：6个
207,64665,光谷东-高新大道789号(东湖新技术开发区高新大道与,驿山高尔夫,东向,2800.0,独栋,433�O,1000平大花园宽敞且集中送200平地下室高尔夫球场,花园：1000.0平米,卧室：5个
208,20217,光谷东-花山生态新城严西湖大桥东侧桥头(花城大道与花,碧桂园生态城别墅,南向,465.0,独栋,230�O,光谷东碧桂园生态城230平双拼户型房东急售,无花园,卧室：4个
209,17844,民族大道-江夏大道特一号庙山开发区,玉龙岛花园别墅,南向,298.0,独栋,167�O,"玉龙岛精装别墅,房东别处置业急售,随时看房,户型方正",花园：77.0平米,卧室：4个
210,21739,光谷东-花山生态新城花城大道1号(严西湖大桥下桥处),联投花山郡别墅,南向,400.0,独栋,184�O,花山专盘 联投花山郡 叠拼别墅 四层 带车位 花园100平,无花园,卧室：4个
211,21724,民族大道-东湖新技术开发区汤逊湖北路560号,保利十二橡树庄园别墅,南向,731.0,独栋,336.5�O,保利十二橡树庄园别墅 原价1044万 现价731万 不限贝勾,花园：30.0平米,卧室：7个
212,19886,光谷东-花山生态新城严西湖大桥东侧桥头(花城大道与花,碧桂园生态城别墅,西向,350.0,独栋,176�O,碧桂园生态城联排户型周正采光好,无花园,卧室：4个
213,42274,民族大道-东湖新技术开发区汤逊湖北路560号,保利十二橡树庄园别墅,南向,1450.0,独栋,343�O,一线临湖毗邻枫叶600平米花园带的地下室,无花园,卧室：6个
214,21390,光谷-珞喻东路马鞍山森林公园以南(关东园五路与光谷,葛洲坝卡尔顿庄园,东向,600.0,独栋,280.5�O,"专盘代理葛洲坝卡尔顿庄园联排别墅,别墅和住宅一样的价格值得",无花园,卧室：4个
215,28517,民族大道-东湖新技术开发区汤逊湖北路560号,保利十二橡树庄园别墅,南向,750.0,独栋,263�O,保利十二橡树庄园 独栋毛坯别墅 诚心出售 随时看房,无花园,卧室：4个
216,21008,光谷东-花山生态新城严西湖大桥东侧桥头(花城大道与花,碧桂园生态城别墅,南向,500.0,独栋,238�O,花园230平碧桂园双拼别墅230平东户满二无税随时看,无花园,卧室：5个
217,19192,民族大道-江夏大道特一号庙山开发区,玉龙岛花园别墅,南向,380.0,独栋,198�O,玉龙岛花园198平双拼仅售390万 中等装修房东诚心出售!!,无花园,卧室：5个
218,19915,光谷东-花山生态新城严西湖大桥东侧桥头(花城大道与花,碧桂园生态城别墅,南向,468.0,独栋,235�O,碧桂园生态城水蓝湾 毛坯别墅 户型方正 三面花园,无花园,卧室：4个
219,35979,关山-关山大道与南湖大道交汇处(光谷沃尔玛旁),九台别墅,东向,680.0,独栋,189�O,坐标城九台别墅院子朝南南入户经典一二楼带地下室户型,无花园,卧室：6个
220,20526,光谷东-花山生态新城严西湖大桥东侧桥头(花城大道与花,碧桂园生态城别墅,东向,468.0,独栋,228�O,碧桂园生态城东边头大花园底价急售性价可看房,无花园,卧室：4个
221,42222,金融港-大学园路1号(万科城市花园东南端),万科红郡别墅,南向,760.0,独栋,180�O,"校区别墅,万科豪宅,前庭后院,品质之选,居家必备,业主很靠谱",无花园,卧室：4个
222,27778,民族大道-东湖新技术开发区汤逊湖北路560号,保利十二橡树庄园别墅,南向,900.0,独栋,324�O,保利十二橡树花园一亩地 证满324平送地下室急售,无花园,卧室：4个
223,25301,民族大道-民族大道与庙山中路交汇处以西1公里(湿地公园,天祥尚府博墅,南向,420.0,独栋,166�O,"50万!!使用面积480平天祥尚府别墅,带车位,花园环绕",无花园,卧室：4个
224,27048,民族大道-民族大道与庙山中路交汇处以西1公里(湿地公园,天祥尚府博墅,东向,449.0,独栋,166�O,"天祥尚府的别墅满两年啦!!!湖边观景别墅,带百平花园,带车位",无花园,卧室：4个
225,34637,金融港-大学园路1号(万科城市花园东南端),万科红郡别墅,南向,620.0,独栋,179�O,"总要有套满意的房子自住,新推万科红郡别墅,格局漂亮,可塑性强",花园：150.0平米,卧室：5个
226,36474,民族大道-江夏大道特一号庙山开发区,玉龙岛花园别墅,南向,1200.0,独栋,329�O,玉龙岛保利橡树一线临湖别墅329平米1200平米花园1200万,花园：900.0平米,卧室：5个
227,25769,民族大道-东湖新技术开发区汤逊湖北路560号,保利十二橡树庄园别墅,南向,670.0,独栋,260�O,保利十二橡树庄园 满二无税 凤 水好 南北瞎透 有钥匙,无花园,卧室：4个
228,37143,金融港-大学园路1号(万科城市花园东南端),万科红郡别墅,南向,650.0,独栋,175�O,"万科红郡,次新房标准,校区头等舱,双轨交通,机会只一次",无花园,卧室：5个
229,35979,关山-关山大道与南湖大道交汇处(光谷沃尔玛旁),光谷坐标城九台,东向,680.0,独栋,189�O,坐标城九台别墅院子朝南南入户经典一二楼带地下室户型,无花园,卧室：6个
230,18000,民族大道-江夏大道特一号庙山开发区,玉龙岛花园别墅,南向,360.0,独栋,200�O,玉龙岛双拼别墅 二线临湖 院子200平,无花园,卧室：6个
231,35196,金融港-大学园路1号(万科城市花园东南端),万科红郡别墅,南向,630.0,独栋,179�O,"远离闹市喧嚣,尽享静谧人生,万科红郡别墅A户型恭候您",无花园,卧室：5个
232,20217,光谷东-花山生态新城严西湖大桥东侧桥头(花城大道与花,碧桂园生态城别墅,南向,465.0,独栋,230�O,光谷东碧桂园生态城230平双拼户型房东急售,无花园,卧室：4个
233,27564,民族大道-武汉市东湖高新区华师一附中西侧(汤逊湖北路与,光谷地产湾郡别墅,南向,430.0,独栋,156�O,光谷关山 保利十二橡树韵湖首 府旁 毛坯房 前后花园边户,无花园,卧室：7个
234,21739,光谷东-花山生态新城严西湖大桥东侧桥头(花城大道与花,碧桂园生态城别墅,南向,500.0,独栋,230�O,碧桂园生态城水蓝湾双拼别墅 送300平花园车位 露台 满两年,花园：300.0平米,卧室：5个
235,28269,民族大道-东湖新技术开发区汤逊湖北路560号,保利十二橡树庄园别墅,西向,800.0,独栋,283�O,"保利十二橡树庄园新出急售,低于市场行情的独栋别墅,您值得拥有",花园：200.0平米,卧室：4个
236,28916,民族大道-民族大道与庙山中路交汇处以西1公里(湿地公园,天祥尚府博墅,东向,480.0,独栋,166�O,"华师一名湖豪庭旁湖边观景别墅,带百平花园,带车位",无花园,卧室：4个
237,18596,民族大道-江夏大道特一号庙山开发区,玉龙岛花园别墅,南向,530.0,独栋,285�O,临湖独栋 庄严大气 随时看 清风别墅 阳光海岸旁,花园：200.0平米,卧室：7个
238,17921,光谷东-花山生态新城严西湖大桥东侧桥头(花城大道与花,碧桂园生态城别墅,东向,500.0,独栋,279�O,碧桂园生态城叠翠台双拼别墅三面花园带阁楼,无花园,卧室：5个
239,24074,光谷东-花山生态新城严西湖大桥东侧桥头(花城大道与花,碧桂园生态城别墅,南向,650.0,独栋,270�O,碧桂园生态城桃花源 毛坯别墅 边户三面花园 满两年,无花园,卧室：5个
240,27147,民族大道-东湖新技术开发区汤逊湖北路560号,保利十二橡树庄园别墅,南向,980.0,独栋,361�O,保利十二橡树庄园:亲 斤出资源 361�O户型 挑高大客厅,花园：300.0平米,卧室：5个
241,22124,光谷东-花山生态新城严西湖大桥东侧桥头(花城大道与花,碧桂园生态城别墅,南向,500.0,独栋,226�O,专盘 碧桂园生态城 G146户型 南北双阳台大露台 看房方便,无花园,卧室：5个
242,17921,光谷东-花山生态新城严西湖大桥东侧桥头(花城大道与花,碧桂园生态城别墅,东向,500.0,独栋,279�O,碧桂园生态城叠翠台双拼别墅三面花园带阁楼,无花园,卧室：5个
243,25701,民族大道-武汉民院路水蓝路上(锦绣龙城前),水蓝郡别墅,南向,550.0,独栋,214�O,"三环内财大水蓝郡别墅,带车库150平院子加200平加建面积,",无花园,卧室：6个
244,19259,光谷东-花山生态新城严西湖大桥东侧桥头(花城大道与花,碧桂园生态城别墅,南向,520.0,独栋,270�O,碧桂园生态城桃花源 毛坯别墅 边户三面花园 满两年,无花园,卧室：5个
245,28517,民族大道-东湖新技术开发区汤逊湖北路560号,保利十二橡树庄园别墅,南向,750.0,独栋,263�O,"保利十二橡树,纯独栋别墅,花园400平,证满2后期费用低",无花园,卧室：5个
246,34167,金融港-大学园路1号(万科城市花园东南端),万科红郡别墅,南向,615.0,独栋,180�O,"震撼价万科红郡别墅,精装新房卖毛坯价,要买快来看",无花园,卧室：5个
247,20994,光谷东-花山生态新城严西湖大桥东侧桥头(花城大道与花,碧桂园生态城别墅,南向,380.0,独栋,181�O,碧桂园 别墅湾区。独门独户。格局大气,无花园,卧室：4个
248,24194,光谷东-花山生态新城严西湖大桥东侧桥头(花城大道与花,碧桂园生态城别墅,南向,1500.0,独栋,620�O,"碧桂园生态城水蓝湾独栋钻石墅,建面620平,花园900平临湖",无花园,卧室：7个
249,28269,民族大道-东湖新技术开发区汤逊湖北路560号,保利十二橡树庄园别墅,南向,800.0,独栋,283�O,上新+保利十二橡树+独栋别墅+清水毛坯+性-价比-高+业主诚,无花园,卧室：4个
250,22321,光谷东-花山生态新城严西湖大桥东侧桥头(花城大道与花,碧桂园生态城别墅,南向,750.0,独栋,336�O,"碧桂园生态城独栋别墅,花园400平,视野开阔",无花园,卧室：7个
251,22821,民族大道-天际路与庙山中路交汇处(华师一附中以西600,名湖豪庭珑御,南向,445.0,独栋,195�O,"名湖豪庭叠式别墅中叠双车位,使用面积有三百多平!诚心出售!",无花园,卧室：4个
252,33245,关山-关山大道与南湖大道交汇处(光谷沃尔玛旁),光谷坐标城九台,南向,500.0,独栋,150.4�O,光谷坐标城九台别墅 有钥匙随时看房 二层带地下室车位 满2年,无花园,卧室：4个
253,26500,民族大道-民族大道与汤逊湖北路交汇处以西200米,中冶南方韵湖首府别墅,南向,530.0,独栋,200�O,韵湖首俯 联排别墅 地面三层地下两层双车位 前后花园100平,无花园,卧室：6个
254,27799,民族大道-东湖新技术开发区汤逊湖北路560号,保利十二橡树庄园别墅,东向,720.0,独栋,259�O,保利十二橡树独栋别墅两层花园面积200平米满两年钥匙看房图,无花园,卧室：5个
255,42274,民族大道-东湖新技术开发区汤逊湖北路560号,保利十二橡树庄园别墅,南向,1450.0,独栋,343�O,一线临湖毗邻枫叶600平米花园带的地下室,无花园,卧室：6个
256,30952,关山-关山大道与南湖大道交汇处(光谷沃尔玛旁),光谷坐标城九台,南向,780.0,独栋,252�O,"九台别墅,闹中取静,五室两厅,赠送大花园与地下室,诚心出售",无花园,卧室：5个
257,34171,关山-关山大道与南湖大道交汇处(光谷沃尔玛旁),光谷坐标城九台,南向,680.0,独栋,199�O,新上九台XI缺199户型南向花园户型好中间位置,无花园,卧室：6个
258,28968,关山-关山大道与南湖大道交汇处(光谷沃尔玛旁),光谷坐标城九台,东向,730.0,独栋,252�O,光谷坐标城九台红本在手满2年清水毛坯业主急需资金真实图片,无花园,卧室：6个
259,26515,民族大道-东湖新技术开发区汤逊湖北路560号,保利十二橡树庄园别墅,南向,700.0,独栋,264�O,保利十二橡树独栋别墅.带私家花园证满两年看房方便,无花园,卧室：5个
260,30044,关山-关山大道与南湖大道交汇处(光谷沃尔玛旁),光谷坐标城九台,南向,685.0,独栋,228�O,坐标城九台别墅 采光好 上叠 视野开阔 诚心出售 看房方便,无花园,卧室：5个
261,19704,光谷东-花山生态新城严西湖大桥东侧桥头(花城大道与花,碧桂园生态城别墅,南向,400.0,独栋,203�O,202平双拼别墅 使用面积300平 花园200平 南入户 满,无花园,卧室：4个
262,22321,光谷东-花山生态新城严西湖大桥东侧桥头(花城大道与花,碧桂园生态城别墅,东向,750.0,独栋,336�O,"400平米大花园 不动产证已满两年,小区中间位置",无花园,卧室：6个
